feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
2544	-1							3.0	0.41781807	ISDB	http://www.wikidata.org/entity/Q105253057	SHLWEZVZPAYIHX-PVCYYESGSA-N	InChI=1S/C30H44O3/c1-18-10-15-30(25(32)33)17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h8,18,21-22H,9-17H2,1-7H3,(H,32,33)/t18-,21-,22+,27-,28+,29+,30-/m0/s1	CC1=C2C3=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@@H]1C	C30H44O3		452.329045268	(20beta)-3-Oxours-12,18-dien-28-oic acid	SHLWEZVZPAYIHX	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	http://www.wikidata.org/entity/Q15246164	Symplocos racemosa	5507837.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Symplocaceae']	['Unknown']	['Symplocos']	['Symplocos racemosa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.671272277832031	1
2538	15	Fatty acids	0.803030303030303	Fatty Acids and Conjugates	0.36363636363636365	Unsaturated fatty acids	0.25757575757575757	8.0	0.72263205	ISDB	http://www.wikidata.org/entity/Q2739877	JIWBIWFOSCKQMA-LTKCOYKYSA-N	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10,12-13H,2,5,8,11,14-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-,13-12-	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O	C18H28O2		276.208930136	Stearidonic acid	JIWBIWFOSCKQMA	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']								2	3	6.390528202056885	1
2534	303	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	0.75	Cinnamic acids and derivatives	0.75	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105304532	WGIMZJFXUGTVFX-STPOGHIWSA-N	InChI=1S/C27H28O14/c1-8-20(33)23(36)26(41-27-24(37)22(35)19(32)9(2)39-27)25(38-8)18-14(31)7-16-17(21(18)34)13(30)6-15(40-16)10-3-4-11(28)12(29)5-10/h3-9,19-20,22,24-29,31-35,37H,1-2H3/t8-,9-,19-,20+,22+,24-,25+,26+,27-/m0/s1	C[C@@H]1O[C@@H](O[C@@H]2C(=O)[C@H](O)[C@H](C)O[C@@H]2c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)[C@@H](O)[C@H](O)[C@H]1O	C27H28O14	pos_1_1proton	576.147905576	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[(2R,3S,5R,6S)-5-hydroxy-6-methyl-4-oxo-3-[(2S,3S,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]chromen-4-one	WGIMZJFXUGTVFX	Shikimates and Phenylpropanoids	Flavonoids	Flavones	http://www.wikidata.org/entity/Q33913	Cymbopogon citratus	990862.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Andropogoneae']	['Cymbopogon']	['Cymbopogon citratus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']				6	1	6.5	1
2534	303	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	0.75	Cinnamic acids and derivatives	0.75	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27138546	GKLSYIMLZDYQBJ-CGOKOBCESA-N	InChI=1S/C27H28O14/c1-8-20(33)23(36)26(41-27-24(37)22(35)19(32)9(2)39-27)25(38-8)18-14(31)7-16-17(21(18)34)13(30)6-15(40-16)10-3-4-11(28)12(29)5-10/h3-9,19,22-29,31-32,34-37H,1-2H3/t8-,9+,19+,22-,23+,24-,25+,26-,27+/m0/s1	C[C@@H]1O[C@H](c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)[C@@H](O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)C1=O	C27H28O14	pos_1_1proton	576.1479055759999	(6R)-2,6-anhydro-1-deoxy-5-O-(6-deoxy-alpha-D-mannopyranosyl)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-6-yl]-D-xylo-hex-3-ulose	GKLSYIMLZDYQBJ	Shikimates and Phenylpropanoids	Flavonoids	Flavones	http://www.wikidata.org/entity/Q11575	Zea mays	605194.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Andropogoneae']	['Zea']	['Zea mays']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']				6	1	6.5	1
2531	-1							1.0	0.42230648	ISDB	http://www.wikidata.org/entity/Q105159017	LXQIGOPEYPYPQE-VLYVGLJQSA-N	InChI=1S/C29H39NO5/c1-18-9-7-13-22(31)15-16-25(32)35-29-23(14-8-10-18)27(33)20(3)19(2)26(29)24(30-28(29)34)17-21-11-5-4-6-12-21/h4-6,8,11-12,14,18,22-24,26-27,31,33H,7,9-10,13,15-17H2,1-3H3,(H,30,34)/b14-8+/t18-,22-,23+,24+,26+,27-,29-/m1/s1	CC1=C(C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)CC[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O	C29H39NO5		481.282823348	Cytochalasin B5	LXQIGOPEYPYPQE	Alkaloids	Pseudoalkaloids	Cytochalasan alkaloids	http://www.wikidata.org/entity/Q2066891	Phoma	197743.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Didymellaceae']	['Unknown']	['Phoma']	['Unknown']		['Eukaryota']									1	0	2.689225912094116	1
2528	946	Terpenoids	1.0	Diterpenoids	1.0	Guaiane sesquiterpenoids	1.0	5.0	0.6598059	ISDB	http://www.wikidata.org/entity/Q105384417	ZVLOTIBMQHGIML-MJDBTJCESA-N	InChI=1S/C15H18O3/c1-8-4-5-11-9(2)14(16)18-13(11)12-10(8)6-7-15(12,3)17/h6-7,10-13,17H,1-2,4-5H2,3H3/t10-,11-,12-,13-,15+/m0/s1	C=C1CC[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]2[C@H]1C=C[C@@]2(C)O	C15H18O3		246.125594436	3abeta,4,5,6,6abeta,9,9abeta,9balpha-Octahydro-9beta-hydroxy-9-methyl-3,6-dimethyleneazuleno[4,5-b]furan-2(3H)-one	ZVLOTIBMQHGIML	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15593688	Eriocephalus kingesii	7596676.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Anthemideae']	['Eriocephalus']	['Eriocephalus kingesii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.139223575592041	1
2525	92	Alkaloids	0.16666666666666666	Lignans	0.16666666666666666	Purine alkaloids	0.16666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27109360	GOSWTRUMMSCNCW-SDBHATRESA-N	InChI=1S/C15H21N5O5/c1-8(4-21)2-3-16-13-10-14(18-6-17-13)20(7-19-10)15-12(24)11(23)9(5-22)25-15/h2,6-7,9,11-12,15,21-24H,3-5H2,1H3,(H,16,17,18)/t9-,11-,12-,15-/m1/s1	CC(=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)CO	C15H21N5O5	pos_1_1proton1isopropanol	351.154268772	9-Ribosylzeatin	GOSWTRUMMSCNCW	Alkaloids	Pseudoalkaloids	Purine alkaloids	http://www.wikidata.org/entity/Q161098	Triticum aestivum	31926.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']	9	3	10.5	1
2524	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.65837735	ISDB	http://www.wikidata.org/entity/Q105265307	TVHWZFSMYZPWDT-OCCSQVGLSA-N	InChI=1S/C14H16O2/c1-9(2)12-7-13-10(6-14(12)16)4-3-5-11(13)8-15/h3-5,8,12,14,16H,1,6-7H2,2H3/t12-,14+/m1/s1	C=C(C)[C@H]1Cc2c(C=O)cccc2C[C@@H]1O	C14H16O2		216.115029752	(6S,7R)-6-hydroxy-7-prop-1-en-2-yl-5,6,7,8-tetrahydronaphthalene-1-carbaldehyde	TVHWZFSMYZPWDT	Terpenoids	Sesquiterpenoids	Noreudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q4098407	Ligularia przewalskii	619955.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Senecioneae']	['Ligularia']	['Ligularia przewalskii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']				6	2	9.633509397506714	1
2518	159	Terpenoids	0.3076923076923077	Sesquiterpenoids	0.15384615384615385	Cinnamic acids and derivatives	0.11538461538461539	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27106013	QOPSZFXPZWQLOG-VHCZEJTMSA-N	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(24-10)23-9-5-7(1-3-8(9)17)2-4-11(18)19/h1-5,10,12-17,20-22H,6H2,(H,18,19)/b4-2+/t10-,12-,13+,14-,15-/m1/s1	O=C(O)/C=C/c1ccc(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1	C15H18O9	pos_1_1proton1ethylamine	342.0950821559999	Caffeic acid 3-glucoside	QOPSZFXPZWQLOG	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q23501	Solanum lycopersicum	378964.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lycopersicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']		8	3	9.5	1
2518	159	Terpenoids	0.3076923076923077	Sesquiterpenoids	0.15384615384615385	Cinnamic acids and derivatives	0.11538461538461539	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105192046	OHEYCHKLBCPRLZ-UHFFFAOYSA-N	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(24-10)23-9-3-1-7(5-8(9)17)2-4-11(18)19/h1-5,10,12-17,20-22H,6H2,(H,18,19)	O=C(O)C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1	C15H18O9	pos_1_1proton1ethylamine	342.095082156	3-[3-Hydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic acid	OHEYCHKLBCPRLZ	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q23501	Solanum lycopersicum	378964.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lycopersicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']		8	3	9.5	1
2515	-1							1.0	0.6665554	ISDB	http://www.wikidata.org/entity/Q70766800	HYNVCGWXNJDHLB-HNBZJPLGSA-N	InChI=1S/C13H15NO5/c1-7-12(10(16)6-11(17)18)14-13(19-7)8-4-2-3-5-9(8)15/h2-5,7,10,12,15-16H,6H2,1H3,(H,17,18)/t7-,10+,12+/m0/s1	C[C@@H]1OC(c2ccccc2O)=N[C@H]1[C@H](O)CC(=O)O	C13H15NO5		265.09502258	Leptazoline C	HYNVCGWXNJDHLB				http://www.wikidata.org/entity/Q21368992	Leptolyngbya	757914.0	['Bacteria']	['Unknown']	['Cyanobacteria']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Leptolyngbya']	['Unknown']											0	0	2.6662216186523438	1
2513	246	Terpenoids	0.43478260869565216	Saccharides	0.391304347826087	Disaccharides	0.391304347826087	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105024834	HAFGKVOAGMMHTR-QAUDVVSPSA-N	InChI=1S/C15H20O8/c1-7(16)21-12-10-4-5-19-14-11(10)15(6-20-14,23-9(3)18)13(12)22-8(2)17/h10-14H,4-6H2,1-3H3/t10-,11-,12+,13-,14-,15-/m1/s1	CC(=O)O[C@H]1[C@@H]2CCO[C@@H]3OC[C@@](OC(C)=O)([C@@H]32)[C@@H]1OC(C)=O	C15H20O8	pos_1_1proton1ammonium	328.1158176	[(1R,4S,5R,6S,7R,11S)-4,5-diacetyloxy-2,10-dioxatricyclo[5.3.1.04,11]undecan-6-yl] acetate	HAFGKVOAGMMHTR	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q6075169	Picrorhiza kurrooa	715540.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']	['Picrorhiza']	['Picrorhiza kurrooa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']			7	1	7.5	1
2507	-1							1.0	0.46801528	ISDB	http://www.wikidata.org/entity/Q105194548	OMYRBCZBTQDJHF-RFYAXJIXSA-N	InChI=1S/C18H31NO2/c1-4-5-6-7-8-9-10-11-12-13-14-15-17(20)19-16-18(2,3)21/h8-9,12-15,21H,4-7,10-11,16H2,1-3H3,(H,19,20)/b9-8-,13-12+,15-14+	CCCCC/C=C\CC/C=C/C=C/C(=O)NCC(C)(C)O	C18H31NO2		293.235479232	(2e,4e,8z)-2'-hydroxy-N-isobutyl-2,4,8-tetradecatrienamide	OMYRBCZBTQDJHF	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q15397152	Zanthoxylum bungeanum	889918.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum bungeanum']		['Eukaryota']									1	0	2.8720611333847046	1
2504	193	Shikimates and Phenylpropanoids	1.0	Lignans	0.6666666666666666	Isoflavones	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105209740	PIUYQFXGNHWGBD-JTLUYSSBSA-N	InChI=1S/C23H24O12/c1-31-14-3-9(11-8-33-13-6-10(25)5-12(26)17(13)18(11)27)4-15(22(14)32-2)34-23-21(30)20(29)19(28)16(7-24)35-23/h3-6,8,16,19-21,23-26,28-30H,7H2,1-2H3/t16-,19-,20+,21-,23-/m1/s1	COc1cc(-c2coc3cc(O)cc(O)c3c2=O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1OC	C23H24O12	pos_2_2proton2acetonitrile	492.1267762079999	vavain 3'-O-beta-d-glucoside	PIUYQFXGNHWGBD	Shikimates and Phenylpropanoids	Isoflavonoids	Isoflavones	http://www.wikidata.org/entity/Q138617	Ceiba pentandra	987976.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Malvaceae']	['Unknown']	['Ceiba']	['Ceiba pentandra']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Malvaceae']				6	3	7.5	1
2502	445	Shikimates and Phenylpropanoids	0.6666666666666666	Anthranilic acid alkaloids	0.5	Flavans	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q72461252	MKMCJLMBVKHUMS-UHFFFAOYSA-N	InChI=1S/C8H7NO3/c1-11-5-2-3-6-7(4-5)12-8(10)9-6/h2-4H,1H3,(H,9,10)	COc1ccc2nc(O)oc2c1	C8H7NO3	pos_1_1proton	165.042593084	Coixol	MKMCJLMBVKHUMS	Shikimates and Phenylpropanoids			http://www.wikidata.org/entity/Q161098	Triticum aestivum	31926.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']	9	1	9.5	1
2501	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.24620229	ISDB	http://www.wikidata.org/entity/Q105125215	JCWQENUEJOVTIV-YHPRMOQLSA-N	InChI=1S/C19H24O5/c1-8(2)18(21)23-13-7-10(4)15-14(13)9(3)6-12(20)16-11(5)19(22)24-17(15)16/h8,12-17,20H,3-7H2,1-2H3/t12-,13-,14+,15-,16+,17+/m0/s1	C=C1C[C@H](OC(=O)C(C)C)[C@H]2C(=C)C[C@H](O)[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12	C19H24O5		332.162373868	[(3aR,4S,6aR,7S,9aR,9bR)-4-hydroxy-3,6,9-trimethylidene-2-oxo-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-7-yl] 2-methylpropanoate	JCWQENUEJOVTIV	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15598313	Psephellus simplicicaulis	350270.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Psephellus']	['Psephellus bellus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	9.484809160232544	1
2498	12	Terpenoids	1.0	Diterpenoids	1.0	Labdane diterpenoids	1.0	1.0	0.6958777	ISDB	http://www.wikidata.org/entity/Q105274417	UKAWDTYXZVAWRD-OXOGUAQRSA-N	InChI=1S/C23H38O3/c1-9-15(2)11-12-16-22(7)14-10-13-20(3,4)18(22)17-19(23(16,8)24)26-21(5,6)25-17/h9,11,16-19,24H,1,10,12-14H2,2-8H3/b15-11+/t16-,17-,18+,19+,22-,23+/m0/s1	C=C/C(C)=C/C[C@@H]1[C@@](C)(O)[C@@H]2OC(C)(C)O[C@H]2[C@@H]2C(C)(C)CCC[C@]21C	C23H38O3		362.282095076	(1S,8aalpha)-1alpha,2beta-[Isopropylidenebis(oxy)]-3,4abeta,8,8-tetramethyl-4beta-[(E)-3-methyl-2,4-pentadienyl]decalin-3alpha-ol	UKAWDTYXZVAWRD	Terpenoids	Diterpenoids	Labdane diterpenoids	http://www.wikidata.org/entity/Q3004364	Croton glabellus	464511.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']	['Crotoneae']	['Croton']	['Croton glabellus']		['Eukaryota']									1	3	5.283510684967041	1
2497	111	Fatty acids	0.21052631578947367	Glycerophospholipids	0.21052631578947367	Glycerophosphocholines	0.21052631578947367	1.0	0.48704007	ISDB	http://www.wikidata.org/entity/Q27147640	MBRLTZVQXZDRBC-JOCHJYFZSA-N	InChI=1S/C22H48NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-18-27-20-22(24)21-29-30(25,26)28-19-17-23(2,3)4/h22,24H,5-21H2,1-4H3/t22-/m1/s1	CCCCCCCCCCCCCCOC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C22H48NO6P		453.321924886	1-Tetradecyl-sn-glycero-3-phosphocholine	MBRLTZVQXZDRBC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q2275982	Marphysa sanguinea	42379.0	['Eukaryota']	['Metazoa']	['Annelida']	['Polychaeta']	['Eunicida']	['Eunicidae']	['Unknown']	['Marphysa']	['Marphysa sanguinea']											0	3	3.4481602907180786	1
2496	634	Terpenoids	0.5	Monoterpenoids	0.5	Iridoids monoterpenoids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105151716	LHDWRKICQLTVDL-UHFFFAOYSA-N	InChI=1S/C15H22O10/c16-3-6-9(19)10(20)11(21)14(23-6)24-13-7-5(1-2-22-13)8(18)12-15(7,4-17)25-12/h1-2,5-14,16-21H,3-4H2	OCC1OC(OC2OC=CC3C(O)C4OC4(CO)C23)C(O)C(O)C1O	C15H22O10	pos_1_1proton1ammonium	362.121296904	Catalpinoside	LHDWRKICQLTVDL	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q87627248	Veronica salicifolia	7053938.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']	['Veronica']	['Veronica salicifolia']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']	['Veronica']		8	3	9.5	1
2494	58	Alkaloids	0.25	Lysine alkaloids	0.125	Piperidine alkaloids	0.125	1.0	0.26860604	ISDB	http://www.wikidata.org/entity/Q105137097	JYLXRDJEJNXLAL-NADQLLQKSA-N	InChI=1S/C29H41NO3/c1-16-12-27(32)28(30-15-16)18(3)22-8-9-23-24-7-6-20-13-21(33-19(4)31)10-11-29(20,5)26(24)14-25(23)17(22)2/h6,8-9,16,18,21,24,26-28,30,32H,7,10-15H2,1-5H3/t16-,18-,21-,24-,26-,27+,28-,29-/m0/s1	CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3c4ccc([C@H](C)[C@@H]5NC[C@@H](C)C[C@H]5O)c(C)c4C[C@@H]32)C1	C29H41NO3		451.3086441719999	Acetic acid 23beta-hydroxy-14,15,16,17-tetradehydroveratraman-3beta-yl ester	JYLXRDJEJNXLAL	Alkaloids	Lysine alkaloids	Piperidine alkaloids	http://www.wikidata.org/entity/Q158898	Veratrum nigrum	290488.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Liliales']	['Melanthiaceae']	['Unknown']	['Veratrum']	['Veratrum nigrum']											0	3	2.574424147605896	1
2491	562	Terpenoids	0.3333333333333333	Monoterpenoids	0.3333333333333333	Iridoids monoterpenoids	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104253128	VELYAQRXBJLJAK-XKKWFBPMSA-N	InChI=1S/C15H24O9/c1-15(21)4-7(17)6-2-3-22-13(9(6)15)24-14-12(20)11(19)10(18)8(5-16)23-14/h2-3,6-14,16-21H,4-5H2,1H3/t6-,7+,8+,9+,10+,11-,12+,13-,14-,15-/m0/s1	C[C@]1(O)C[C@@H](O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21	C15H24O9	pos_1_1potassium	348.142032348	Ajugol	VELYAQRXBJLJAK	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q17739543	Penstemon auriberbis	174889.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Cheloneae']	['Penstemon']	['Penstemon auriberbis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']				6	3	7.5	1
2491	562	Terpenoids	0.3333333333333333	Monoterpenoids	0.3333333333333333	Iridoids monoterpenoids	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105195413	OOJZWXCTDBXCJY-DAFIZWGFSA-N	InChI=1S/C15H24O9/c16-4-6-3-8(18)7-1-2-22-14(10(6)7)24-15-13(21)12(20)11(19)9(5-17)23-15/h3,7-21H,1-2,4-5H2/t7-,8-,9+,10+,11-,12-,13+,14-,15+/m0/s1	OCC1=C[C@H](O)[C@@H]2CCO[C@@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]12	C15H24O9	pos_1_1potassium	348.142032348	(2R,3R,4S,5R,6R)-2-[[(1S,4aR,5R,7aS)-5-hydroxy-7-(hydroxymethyl)-1,3,4,4a,5,7a-hexahydrocyclopenta[c]pyran-1-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	OOJZWXCTDBXCJY	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q2084410	Plantago subulata	185894.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Plantagineae']	['Plantago']	['Plantago subulata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']				6	3	7.5	1
2491	562	Terpenoids	0.3333333333333333	Monoterpenoids	0.3333333333333333	Iridoids monoterpenoids	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104398939	PVNCIZYCWIYOJP-DOPINODRSA-N	InChI=1S/C15H24O9/c1-5-8-6(10(18)9(5)17)2-3-22-14(8)24-15-13(21)12(20)11(19)7(4-16)23-15/h2-3,5-21H,4H2,1H3/t5-,6+,7+,8+,9+,10-,11+,12-,13+,14-,15-/m0/s1	C[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12	C15H24O9	pos_1_1potassium	348.142032348	Angeloside	PVNCIZYCWIYOJP	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q15340921	Angelonia integerrima	5783475.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Angelonieae']	['Angelonia']	['Angelonia integerrima']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']				6	3	7.5	1
